"SampleID"	"Range"	"Haplogroup"	"Rank"	"Quality"
"HG02230"	"1-16569"	"H15b"	"1"	"0.9043"
"HG02231"	"1-16569"	"H3+152"	"1"	"0.8529"
"HG02232"	"1-16569"	"T2"	"1"	"0.9225"
"HG02233"	"1-16569"	"H3v+16093"	"1"	"0.8772"
"HG02235"	"1-16569"	"T2b3+151"	"1"	"0.9273"
"HG02236"	"1-16569"	"H1"	"1"	"0.8070"
"HG02238"	"1-16569"	"H1j1"	"1"	"0.9408"
"HG02239"	"1-16569"	"H1"	"1"	"0.8795"
"HG02250"	"1-16569"	"R11b1"	"1"	"0.8992"
"HG02252"	"1-16569"	"B2"	"1"	"0.9231"
"HG02253"	"1-16569"	"B2b"	"1"	"0.8768"
"HG02255"	"1-16569"	"L3d4"	"1"	"0.9633"
"HG02256"	"1-16569"	"C"	"1"	"0.9314"
"HG02259"	"1-16569"	"B2"	"1"	"0.9511"
"HG02260"	"1-16569"	"A2"	"1"	"0.9720"
"HG02262"	"1-16569"	"A2+(64)"	"1"	"0.9473"
"HG02265"	"1-16569"	"C"	"1"	"0.9589"
"HG02266"	"1-16569"	"C"	"1"	"0.9240"
"HG02271"	"1-16569"	"B2"	"1"	"0.9694"
"HG02272"	"1-16569"	"B2"	"1"	"0.9545"
"HG02274"	"1-16569"	"D1"	"1"	"0.9200"
"HG02275"	"1-16569"	"C"	"1"	"0.9420"
"HG02277"	"1-16569"	"B2b"	"1"	"0.9797"
"HG02278"	"1-16569"	"C"	"1"	"0.9227"
"HG02281"	"1-16569"	"L2a1l1a"	"1"	"0.9867"
"HG02282"	"1-16569"	"L1c2a1b"	"1"	"0.9622"
"HG02283"	"1-16569"	"L1c2a2"	"1"	"0.9733"
"HG02284"	"1-16569"	"L2b2a"	"1"	"0.9830"
"HG02285"	"1-16569"	"D1"	"1"	"0.9388"
"HG02286"	"1-16569"	"B2"	"1"	"0.9070"
"HG02291"	"1-16569"	"A2"	"1"	"0.9503"
"HG02292"	"1-16569"	"C"	"1"	"0.9098"
"HG02298"	"1-16569"	"A2+(64)+@153"	"1"	"0.9721"
"HG02299"	"1-16569"	"B2y"	"1"	"0.9884"
"HG02301"	"1-16569"	"A2+(64)+@153"	"1"	"0.8952"
"HG02304"	"1-16569"	"L3f1b+16292+150"	"1"	"0.9645"
"HG02307"	"1-16569"	"L1b1a3a"	"1"	"1.0000"
"HG02308"	"1-16569"	"L3e2b"	"1"	"0.9838"
"HG02309"	"1-16569"	"L3b1a"	"1"	"0.9433"
"HG02312"	"1-16569"	"B2"	"1"	"0.9177"
"HG02314"	"1-16569"	"L2a1i1"	"1"	"0.9676"
"HG02315"	"1-16569"	"L3e2b3"	"1"	"0.9814"
"HG02317"	"1-16569"	"L2a1c5"	"1"	"1.0000"
"HG02318"	"1-16569"	"L3d1b2"	"1"	"0.9821"
"HG02322"	"1-16569"	"L1c1a2"	"1"	"0.9260"
"HG02323"	"1-16569"	"L3e1e"	"1"	"0.9712"
"HG02325"	"1-16569"	"L2a1+143+16189  (16192)"	"1"	"0.9669"
"HG02330"	"1-16569"	"L3b1a6"	"1"	"0.9699"
"HG02332"	"1-16569"	"L1c2b1c"	"1"	"0.9745"
"HG02334"	"1-16569"	"J2b1a"	"1"	"0.9689"
"HG02337"	"1-16569"	"L2a1e1"	"1"	"0.9771"
"HG02339"	"1-16569"	"L3d1c"	"1"	"0.9686"
"HG02343"	"1-16569"	"L1b1a3"	"1"	"0.9940"
"HG02345"	"1-16569"	"A2+(64)+@16111"	"1"	"0.9657"
"HG02348"	"1-16569"	"A2+(64)"	"1"	"0.9710"
"HG02351"	"1-16569"	"B5a1a"	"1"	"0.9661"
"HG02353"	"1-16569"	"R11b1"	"1"	"0.8788"
"HG02355"	"1-16569"	"M7b1a1f"	"1"	"0.9851"
"HG02356"	"1-16569"	"M71a"	"1"	"0.9661"
"HG02360"	"1-16569"	"F3a1"	"1"	"0.9699"
"HG02363"	"1-16569"	"F3a1"	"1"	"0.9537"
"HG02364"	"1-16569"	"F1f"	"1"	"0.9923"
"HG02367"	"1-16569"	"M7b1a1b"	"1"	"0.9460"
"HG02371"	"1-16569"	"M7c1c2"	"1"	"0.9700"
"HG02372"	"1-16569"	"B5a1a"	"1"	"0.9498"
"HG02373"	"1-16569"	"R11b1"	"1"	"0.8788"
"HG02374"	"1-16569"	"R11'B6"	"1"	"0.8059"
"HG02375"	"1-16569"	"F3b+152"	"1"	"0.8855"
"HG02377"	"1-16569"	"M20"	"1"	"0.9769"
"HG02379"	"1-16569"	"M9a1a1"	"1"	"0.9587"
"HG02380"	"1-16569"	"C7a"	"1"	"0.9553"
"HG02381"	"1-16569"	"R11b1"	"1"	"0.8788"
"HG02382"	"1-16569"	"R9b1a3"	"1"	"0.9105"
"HG02383"	"1-16569"	"D4g2a1b"	"1"	"0.9819"
"HG02384"	"1-16569"	"M7b1a1b"	"1"	"0.9780"
"HG02385"	"1-16569"	"B4c2c"	"1"	"0.8724"
"HG02386"	"1-16569"	"B5a1"	"1"	"0.9325"
"HG02387"	"1-16569"	"B5a1"	"1"	"0.9325"
"HG02388"	"1-16569"	"F3b+152"	"1"	"0.8855"
"HG02389"	"1-16569"	"M7b1a1a3"	"1"	"0.9813"
"HG02390"	"1-16569"	"M7b1a1f"	"1"	"0.9311"
"HG02391"	"1-16569"	"M61"	"1"	"0.9357"
"HG02392"	"1-16569"	"D4j1b"	"1"	"1.0000"
"HG02394"	"1-16569"	"F1e3"	"1"	"0.9579"
"HG02395"	"1-16569"	"R+16189"	"1"	"0.7220"
"HG02396"	"1-16569"	"M7b1a1a3"	"1"	"0.9714"
"HG02397"	"1-16569"	"D4b2b"	"1"	"0.9570"
"HG02398"	"1-16569"	"F1a2a"	"1"	"0.9664"
"HG02399"	"1-16569"	"R+16189"	"1"	"0.8204"
"HG02401"	"1-16569"	"M7b1a1+(16192)"	"1"	"0.9946"
"HG02402"	"1-16569"	"B4b1a2a"	"1"	"0.9195"
"HG02406"	"1-16569"	"F1a1"	"1"	"1.0000"
"HG02407"	"1-16569"	"F2d"	"1"	"0.9689"
"HG02408"	"1-16569"	"B5a1"	"1"	"0.9426"
"HG02409"	"1-16569"	"R+16189"	"1"	"0.8125"
"HG02410"	"1-16569"	"R9b1a1a"	"1"	"0.9867"
"HG02419"	"1-16569"	"L2a1+143+@16309"	"1"	"0.9543"
"HG02420"	"1-16569"	"L0a1a2"	"1"	"0.9791"
"HG02425"	"1-16569"	"B2b"	"1"	"0.9365"
"HG02427"	"1-16569"	"L1c1a+@198"	"1"	"0.9334"
"HG02429"	"1-16569"	"L2a1f"	"1"	"0.9526"
"HG02433"	"1-16569"	"L0a1a2"	"1"	"0.9825"
"HG02439"	"1-16569"	"L2a1a2b"	"1"	"0.9919"
"HG02442"	"1-16569"	"L1c2b1a'b"	"1"	"0.9302"
"HG02445"	"1-16569"	"B4a1a1b"	"1"	"1.0000"
"HG02449"	"1-16569"	"L3e4a"	"1"	"0.9858"
"HG02450"	"1-16569"	"L3e2a1b1"	"1"	"0.9277"
"HG02455"	"1-16569"	"L2a1c5"	"1"	"1.0000"
"HG02461"	"1-16569"	"L3b1a"	"1"	"0.9708"
"HG02462"	"1-16569"	"L2c5"	"1"	"0.9690"
"HG02464"	"1-16569"	"L3e4a"	"1"	"0.9873"
"HG02465"	"1-16569"	"L3b2a"	"1"	"0.9667"
"HG02470"	"1-16569"	"L3b2b"	"1"	"0.9879"
"HG02471"	"1-16569"	"L3b1a7a"	"1"	"0.9622"
"HG02476"	"1-16569"	"L2a1f1"	"1"	"0.9863"
"HG02477"	"1-16569"	"L1b1a9"	"1"	"0.9823"
"HG02479"	"1-16569"	"L2a1f"	"1"	"0.9526"
"HG02481"	"1-16569"	"L2a1f2"	"1"	"0.9713"
"HG02484"	"1-16569"	"L3d1b2"	"1"	"0.9382"
"HG02485"	"1-16569"	"H7"	"1"	"0.9486"
"HG02489"	"1-16569"	"L2a1b+143"	"1"	"0.9731"
"HG02490"	"1-16569"	"M5a2a1a1"	"1"	"0.9915"
"HG02491"	"1-16569"	"HV2"	"1"	"0.7965"
"HG02493"	"1-16569"	"M6a1b"	"1"	"0.9985"
"HG02494"	"1-16569"	"U7a3a"	"1"	"0.9393"
"HG02496"	"1-16569"	"L4b1a"	"1"	"0.9454"
"HG02497"	"1-16569"	"L2a1i1"	"1"	"0.9816"
"HG02501"	"1-16569"	"L2a1a"	"1"	"0.9844"
"HG02502"	"1-16569"	"L2a1c"	"1"	"0.9617"
"HG02505"	"1-16569"	"L2c1"	"1"	"0.9927"
"HG02508"	"1-16569"	"L2a1c4a1"	"1"	"0.9497"
"HG02511"	"1-16569"	"A2n"	"1"	"0.9369"
"HG02512"	"1-16569"	"F1a1"	"1"	"0.9772"
"HG02513"	"1-16569"	"F1a2a"	"1"	"0.9823"
"HG02521"	"1-16569"	"N9a1"	"1"	"1.0000"
"HG02522"	"1-16569"	"M9a4a2"	"1"	"0.9280"
"HG02536"	"1-16569"	"L2d+16129"	"1"	"0.9292"
"HG02537"	"1-16569"	"L3e2a1b1"	"1"	"0.9640"
"HG02541"	"1-16569"	"L3f1b4a"	"1"	"1.0000"
"HG02545"	"1-16569"	"L2d1"	"1"	"1.0000"
"HG02546"	"1-16569"	"L2a1c5"	"1"	"0.9948"
"HG02549"	"1-16569"	"L2a1c5"	"1"	"0.9766"
"HG02554"	"1-16569"	"L2a1i1"	"1"	"0.9828"
"HG02555"	"1-16569"	"L2b"	"1"	"0.9464"
"HG02557"	"1-16569"	"L2a1f1"	"1"	"0.9670"
"HG02558"	"1-16569"	"L3d1'2'3'4'5'6"	"1"	"0.9180"
"HG02561"	"1-16569"	"L1b2"	"1"	"0.9684"
"HG02562"	"1-16569"	"L1b1a7a"	"1"	"0.9950"
"HG02568"	"1-16569"	"L2a1l"	"1"	"0.9809"
"HG02570"	"1-16569"	"L4b1a"	"1"	"0.9297"
"HG02571"	"1-16569"	"L1b1a14"	"1"	"0.9967"
"HG02573"	"1-16569"	"L3e2a3"	"1"	"0.9668"
"HG02574"	"1-16569"	"L3d2a"	"1"	"0.9309"
"HG02577"	"1-16569"	"L2a1b1"	"1"	"0.9482"
"HG02580"	"1-16569"	"L1b1a15"	"1"	"0.9991"
"HG02582"	"1-16569"	"L3k1"	"1"	"0.9724"
"HG02583"	"1-16569"	"L3d1a1b"	"1"	"0.9511"
"HG02585"	"1-16569"	"L3d2b"	"1"	"0.9746"
"HG02586"	"1-16569"	"L3d1b1b"	"1"	"0.9414"
"HG02588"	"1-16569"	"L2a1a"	"1"	"0.9974"
"HG02589"	"1-16569"	"L1b1a"	"1"	"0.9905"
"HG02594"	"1-16569"	"L3b1a"	"1"	"0.9962"
"HG02595"	"1-16569"	"L2b"	"1"	"0.9599"
"HG02597"	"1-16569"	"M39b1"	"1"	"0.8916"
"HG02600"	"1-16569"	"R6a2"	"1"	"0.8825"
"HG02601"	"1-16569"	"M35"	"1"	"0.8711"
"HG02603"	"1-16569"	"U2b2"	"1"	"0.9967"
"HG02604"	"1-16569"	"T2d1b"	"1"	"0.9744"
"HG02610"	"1-16569"	"L3d1"	"1"	"0.8730"
"HG02611"	"1-16569"	"L1c1c"	"1"	"0.9308"
"HG02613"	"1-16569"	"L3b1"	"1"	"0.9621"
"HG02614"	"1-16569"	"L3h1b2"	"1"	"0.9899"
"HG02620"	"1-16569"	"L2a1l2"	"1"	"0.9772"
"HG02621"	"1-16569"	"U6a3f"	"1"	"0.9401"
"HG02623"	"1-16569"	"L3b1"	"1"	"0.9490"
"HG02624"	"1-16569"	"L2c"	"1"	"0.9677"
"HG02628"	"1-16569"	"L3d1b1"	"1"	"0.9688"
"HG02629"	"1-16569"	"L2a1l2"	"1"	"0.9772"
"HG02634"	"1-16569"	"L3b2b"	"1"	"1.0000"
"HG02635"	"1-16569"	"L1b1a14"	"1"	"0.9959"
"HG02642"	"1-16569"	"L2c"	"1"	"0.9677"
"HG02643"	"1-16569"	"L2c5"	"1"	"0.9878"
"HG02645"	"1-16569"	"L2b"	"1"	"0.9632"
"HG02646"	"1-16569"	"L1b1a+189"	"1"	"0.9818"
"HG02648"	"1-16569"	"U7a"	"1"	"0.9310"
"HG02649"	"1-16569"	"T2g"	"1"	"0.9025"
"HG02651"	"1-16569"	"H13a2a1"	"1"	"0.9736"
"HG02652"	"1-16569"	"HV13a"	"1"	"0.8801"
"HG02654"	"1-16569"	"M2a1a"	"1"	"0.9572"
"HG02655"	"1-16569"	"M2a1a"	"1"	"0.9471"
"HG02657"	"1-16569"	"R0a2"	"1"	"0.8830"
"HG02658"	"1-16569"	"M4a"	"1"	"0.9670"
"HG02660"	"1-16569"	"M33a3"	"1"	"0.9223"
"HG02661"	"1-16569"	"HV"	"1"	"0.8716"
"HG02666"	"1-16569"	"L3e4a"	"1"	"0.9415"
"HG02667"	"1-16569"	"L2c5"	"1"	"0.9573"
"HG02675"	"1-16569"	"L3d3a"	"1"	"0.9632"
"HG02676"	"1-16569"	"L2a1a3"	"1"	"0.9564"
"HG02678"	"1-16569"	"L1b2"	"1"	"0.9619"
"HG02679"	"1-16569"	"L2a1c"	"1"	"0.9785"
"HG02681"	"1-16569"	"M5a"	"1"	"0.9545"
"HG02682"	"1-16569"	"F1c1a2"	"1"	"0.9802"
"HG02684"	"1-16569"	"M3a2"	"1"	"0.9232"
"HG02685"	"1-16569"	"M49c"	"1"	"0.9109"
"HG02687"	"1-16569"	"M30"	"1"	"0.9304"
"HG02688"	"1-16569"	"M4"	"1"	"0.9390"
"HG02690"	"1-16569"	"M30+16234"	"1"	"0.9763"
"HG02691"	"1-16569"	"M2a1a"	"1"	"0.9440"
"HG02694"	"1-16569"	"U7"	"1"	"0.9581"
"HG02696"	"1-16569"	"F1a1c"	"1"	"0.9748"
"HG02697"	"1-16569"	"R30b1"	"1"	"0.9373"
"HG02699"	"1-16569"	"M65b"	"1"	"0.9816"
"HG02700"	"1-16569"	"M30d1"	"1"	"0.9524"
"HG02702"	"1-16569"	"L3d1b1"	"1"	"0.9489"
"HG02703"	"1-16569"	"L2c"	"1"	"0.9398"
"HG02715"	"1-16569"	"L2c5"	"1"	"0.9653"
"HG02716"	"1-16569"	"L2a1l2"	"1"	"0.9688"
"HG02721"	"1-16569"	"L3b1a9a"	"1"	"0.9649"
"HG02722"	"1-16569"	"L3b2a"	"1"	"0.9667"
"HG02724"	"1-16569"	"U7b"	"1"	"0.9350"
"HG02725"	"1-16569"	"M6a1b"	"1"	"0.9985"
"HG02727"	"1-16569"	"M6a1b"	"1"	"0.9927"
"HG02728"	"1-16569"	"M45"	"1"	"0.8582"
"HG02731"	"1-16569"	"U7a3b"	"1"	"0.9178"
"HG02733"	"1-16569"	"X2p"	"1"	"0.9135"
"HG02734"	"1-16569"	"W6"	"1"	"0.9420"
"HG02736"	"1-16569"	"G3b1"	"1"	"1.0000"
"HG02737"	"1-16569"	"G3b1"	"1"	"1.0000"
"HG02756"	"1-16569"	"L2c4"	"1"	"0.9751"
"HG02757"	"1-16569"	"L2c4"	"1"	"0.9797"
"HG02759"	"1-16569"	"L2c1"	"1"	"1.0000"
"HG02760"	"1-16569"	"L2b1a"	"1"	"0.9617"
"HG02763"	"1-16569"	"U6a5"	"1"	"0.9653"
"HG02768"	"1-16569"	"L3d1b1"	"1"	"0.9424"
"HG02769"	"1-16569"	"L3e4a1"	"1"	"0.9490"
"HG02771"	"1-16569"	"L3d1'2'3'4'5'6"	"1"	"0.8949"
"HG02772"	"1-16569"	"L1b1a7"	"1"	"0.9777"
"HG02774"	"1-16569"	"R"	"1"	"0.7757"
"HG02775"	"1-16569"	"U7b"	"1"	"0.9322"
"HG02778"	"1-16569"	"M6a1b"	"1"	"0.9832"
"HG02780"	"1-16569"	"M30"	"1"	"0.9292"
"HG02783"	"1-16569"	"M5a1b"	"1"	"0.9608"
"HG02784"	"1-16569"	"M5a1b"	"1"	"0.9735"
"HG02786"	"1-16569"	"M5a1b"	"1"	"0.9519"
"HG02787"	"1-16569"	"M5a1b"	"1"	"0.9529"
"HG02789"	"1-16569"	"M6a1b"	"1"	"0.9985"
"HG02790"	"1-16569"	"R"	"1"	"0.7914"
"HG02792"	"1-16569"	"M65a+@16311"	"1"	"0.9750"
"HG02793"	"1-16569"	"M3a1b"	"1"	"0.9727"
"HG02798"	"1-16569"	"L3d1a1b"	"1"	"0.9544"
"HG02799"	"1-16569"	"L2d+16129"	"1"	"0.9864"
"HG02804"	"1-16569"	"L2b"	"1"	"0.9304"
"HG02805"	"1-16569"	"L3h1b2"	"1"	"0.9632"
"HG02807"	"1-16569"	"L3e2b"	"1"	"0.9449"
"HG02808"	"1-16569"	"L2a1c"	"1"	"0.9612"
"HG02810"	"1-16569"	"L3b1a5"	"1"	"0.9708"
"HG02811"	"1-16569"	"L1b1a4"	"1"	"0.9731"
"HG02813"	"1-16569"	"L3b2a"	"1"	"0.9709"
"HG02814"	"1-16569"	"L2c"	"1"	"0.9594"
"HG02816"	"1-16569"	"U6a3f"	"1"	"0.9744"
"HG02817"	"1-16569"	"L3e3b"	"1"	"0.9640"
"HG02819"	"1-16569"	"L2a1c2"	"1"	"0.9646"
"HG02820"	"1-16569"	"L1b2a"	"1"	"0.9573"
"HG02836"	"1-16569"	"L2c2"	"1"	"0.9387"
"HG02837"	"1-16569"	"L2b3c"	"1"	"0.9694"
"HG02839"	"1-16569"	"L3e2a"	"1"	"0.9306"
"HG02840"	"1-16569"	"L1b1a4"	"1"	"0.9931"
"HG02851"	"1-16569"	"L2a1c3b"	"1"	"0.9916"
"HG02852"	"1-16569"	"L2a1a"	"1"	"0.9974"
"HG02854"	"1-16569"	"L3b1"	"1"	"0.9655"
"HG02855"	"1-16569"	"L1b1a4"	"1"	"0.9917"
"HG02860"	"1-16569"	"L2a1a"	"1"	"0.9974"
"HG02861"	"1-16569"	"L2a1c3a1"	"1"	"0.9785"
"HG02870"	"1-16569"	"L2a1a3"	"1"	"0.9811"
"HG02878"	"1-16569"	"L2c4"	"1"	"0.9797"
"HG02879"	"1-16569"	"L2c"	"1"	"0.9319"
"HG02881"	"1-16569"	"L2d+16129"	"1"	"0.9665"
"HG02882"	"1-16569"	"L2c"	"1"	"0.9606"
"HG02884"	"1-16569"	"U6a5"	"1"	"0.9653"
"HG02885"	"1-16569"	"L2a1f"	"1"	"1.0000"
"HG02887"	"1-16569"	"L2b1a2"	"1"	"0.9662"
"HG02888"	"1-16569"	"L2c"	"1"	"0.9732"
"HG02890"	"1-16569"	"L3e2a3"	"1"	"0.9560"
"HG02891"	"1-16569"	"L1b1a4"	"1"	"0.9859"
"HG02895"	"1-16569"	"L2a1c3a1"	"1"	"0.9785"
"HG02896"	"1-16569"	"L2c5"	"1"	"0.9878"
"HG02922"	"1-16569"	"L2a1a1"	"1"	"0.9865"
"HG02923"	"1-16569"	"L3f1b1a"	"1"	"1.0000"
"HG02938"	"1-16569"	"L3e2a"	"1"	"0.9093"
"HG02941"	"1-16569"	"L2a1a2a1a"	"1"	"0.9597"
"HG02943"	"1-16569"	"L3e3b"	"1"	"0.9487"
"HG02944"	"1-16569"	"L3e2a1b1"	"1"	"0.9727"
"HG02946"	"1-16569"	"L3f1b3"	"1"	"0.9733"
"HG02947"	"1-16569"	"L3e1a3b"	"1"	"0.8979"
"HG02952"	"1-16569"	"L2b1b"	"1"	"0.9667"
"HG02953"	"1-16569"	"L3d2b"	"1"	"0.9127"
"HG02968"	"1-16569"	"L3e2b+152"	"1"	"0.9714"
"HG02970"	"1-16569"	"L2d1a"	"1"	"1.0000"
"HG02971"	"1-16569"	"L0a1a2"	"1"	"0.9610"
"HG02973"	"1-16569"	"L3e2b1a2"	"1"	"0.9751"
"HG02974"	"1-16569"	"L1b1a3"	"1"	"1.0000"
"HG02976"	"1-16569"	"L3e1a"	"1"	"0.9578"
"HG02977"	"1-16569"	"L2a1a3c"	"1"	"0.9812"
"HG02979"	"1-16569"	"L2a1f"	"1"	"0.9655"
"HG02981"	"1-16569"	"L0a1a2"	"1"	"0.9655"
"HG02982"	"1-16569"	"L2b1a"	"1"	"0.9868"
"HG02983"	"1-16569"	"L1c3a1a"	"1"	"0.9583"
"HG03006"	"1-16569"	"M5a"	"1"	"1.0000"
"HG03007"	"1-16569"	"M2b1"	"1"	"0.9498"
"HG03009"	"1-16569"	"HV12b1"	"1"	"0.8973"
"HG03012"	"1-16569"	"M3c1a"	"1"	"0.9693"
"HG03015"	"1-16569"	"M5a1b"	"1"	"0.9432"
"HG03016"	"1-16569"	"M18a"	"1"	"0.9835"
"HG03018"	"1-16569"	"M6a1b"	"1"	"0.9985"
"HG03019"	"1-16569"	"M6a1b"	"1"	"0.9985"
"HG03021"	"1-16569"	"M5a1b"	"1"	"0.9735"
"HG03022"	"1-16569"	"M6a1b"	"1"	"0.9985"
"HG03024"	"1-16569"	"L3h1b2"	"1"	"0.9261"
"HG03025"	"1-16569"	"L3e4a1"	"1"	"0.9797"
"HG03027"	"1-16569"	"L3e2a3"	"1"	"0.9412"
"HG03028"	"1-16569"	"L2a1"	"1"	"0.9633"
"HG03039"	"1-16569"	"L3b1a+@16124"	"1"	"0.9611"
"HG03040"	"1-16569"	"L3d1b1"	"1"	"0.9361"
"HG03045"	"1-16569"	"L3h1b2"	"1"	"0.9714"
"HG03046"	"1-16569"	"L2b1a2"	"1"	"0.9755"
"HG03048"	"1-16569"	"L2c1a"	"1"	"0.9655"
"HG03049"	"1-16569"	"L2c"	"1"	"0.9571"
"HG03052"	"1-16569"	"L1b1a4"	"1"	"0.9938"
"HG03054"	"1-16569"	"L3b1"	"1"	"0.9561"
"HG03055"	"1-16569"	"L3b1"	"1"	"0.8699"
"HG03057"	"1-16569"	"L1b1a"	"1"	"0.9883"
"HG03058"	"1-16569"	"L1b1a14"	"1"	"0.9706"
"HG03060"	"1-16569"	"U6a3"	"1"	"0.9587"
"HG03061"	"1-16569"	"L3e2b1a"	"1"	"0.9610"
"HG03063"	"1-16569"	"L0a1a"	"1"	"0.9880"
"HG03064"	"1-16569"	"L2a1i"	"1"	"0.9551"
"HG03066"	"1-16569"	"L1b2a"	"1"	"0.9703"
"HG03069"	"1-16569"	"L2c2"	"1"	"0.9790"
"HG03072"	"1-16569"	"L2c"	"1"	"0.9443"
"HG03073"	"1-16569"	"L1b1a9"	"1"	"0.9874"
"HG03074"	"1-16569"	"L2c3"	"1"	"0.9721"
"HG03077"	"1-16569"	"L1c1d"	"1"	"0.9080"
"HG03078"	"1-16569"	"L2a1c"	"1"	"0.9333"
"HG03079"	"1-16569"	"L1b1a18"	"1"	"0.9876"
"HG03081"	"1-16569"	"L3e4a"	"1"	"1.0000"
"HG03082"	"1-16569"	"L3e3b"	"1"	"0.9572"
"HG03084"	"1-16569"	"L0a1a3"	"1"	"0.9649"
"HG03085"	"1-16569"	"L2a1l"	"1"	"0.9905"
"HG03086"	"1-16569"	"L3b3"	"1"	"1.0000"
"HG03088"	"1-16569"	"L2a1c3b1"	"1"	"0.9653"
"HG03091"	"1-16569"	"L2c"	"1"	"0.9545"
"HG03095"	"1-16569"	"L3b1a5"	"1"	"0.9659"
"HG03096"	"1-16569"	"L1c1c"	"1"	"0.9306"
"HG03097"	"1-16569"	"L2a1l"	"1"	"0.9940"
"HG03099"	"1-16569"	"L1b1a+189"	"1"	"0.9744"
"HG03100"	"1-16569"	"L3d1d"	"1"	"0.9729"
"HG03103"	"1-16569"	"L1b1a15"	"1"	"0.9816"
"HG03105"	"1-16569"	"L3e3b"	"1"	"0.9841"
"HG03108"	"1-16569"	"L3b1a"	"1"	"0.9205"
"HG03109"	"1-16569"	"L1b1a3"	"1"	"1.0000"
"HG03111"	"1-16569"	"L3f1b3"	"1"	"0.9669"
"HG03112"	"1-16569"	"L1b1a3"	"1"	"0.9968"
"HG03114"	"1-16569"	"L2a1a2c"	"1"	"0.9868"
"HG03115"	"1-16569"	"L3e2b1a2"	"1"	"0.9581"
"HG03117"	"1-16569"	"L2a1c1a2"	"1"	"0.9939"
"HG03118"	"1-16569"	"L3e1a"	"1"	"0.9539"
"HG03120"	"1-16569"	"L1b1a3"	"1"	"0.9895"
"HG03121"	"1-16569"	"L2a1+143+16189  (16192)"	"1"	"0.9904"
"HG03123"	"1-16569"	"L2a1a2"	"1"	"0.9794"
"HG03124"	"1-16569"	"L3b1a"	"1"	"0.9401"
"HG03126"	"1-16569"	"L3e1a3b"	"1"	"0.9515"
"HG03127"	"1-16569"	"L0a1a2"	"1"	"0.9861"
"HG03129"	"1-16569"	"L3d2a"	"1"	"0.9720"
"HG03130"	"1-16569"	"L2e1a"	"1"	"0.9514"
"HG03132"	"1-16569"	"L2a1b1"	"1"	"0.9653"
"HG03133"	"1-16569"	"L1c2b1c"	"1"	"0.9797"
"HG03135"	"1-16569"	"L2a1f1"	"1"	"0.9844"
"HG03136"	"1-16569"	"L1b1a3"	"1"	"0.9823"
"HG03139"	"1-16569"	"L4b2b"	"1"	"0.9003"
"HG03157"	"1-16569"	"L2c2a1"	"1"	"0.9756"
"HG03159"	"1-16569"	"L2a1f"	"1"	"0.9918"
"HG03160"	"1-16569"	"L3e2b8"	"1"	"0.9824"
"HG03162"	"1-16569"	"L3f1b+16292+150"	"1"	"0.9339"
"HG03163"	"1-16569"	"L2a1f1"	"1"	"0.9913"
"HG03166"	"1-16569"	"L1b1a3b"	"1"	"0.9916"
"HG03168"	"1-16569"	"L1c2a1"	"1"	"0.9494"
"HG03169"	"1-16569"	"L2a1a3c"	"1"	"0.9878"
"HG03172"	"1-16569"	"L3f1b1a"	"1"	"0.9861"
"HG03175"	"1-16569"	"L3e2a1b1"	"1"	"0.9904"
"HG03189"	"1-16569"	"L4b2b"	"1"	"0.9003"
"HG03190"	"1-16569"	"L3e1a"	"1"	"0.9041"
"HG03193"	"1-16569"	"L3f1b1a"	"1"	"0.9983"
"HG03195"	"1-16569"	"L3e2b1"	"1"	"1.0000"
"HG03196"	"1-16569"	"L3e1"	"1"	"0.9446"
"HG03198"	"1-16569"	"L3d5a"	"1"	"0.9613"
"HG03199"	"1-16569"	"L2a1f"	"1"	"1.0000"
"HG03202"	"1-16569"	"L2a1b1"	"1"	"0.9579"
"HG03209"	"1-16569"	"L2e"	"1"	"0.8993"
"HG03212"	"1-16569"	"L3e4a1"	"1"	"0.9541"
"HG03224"	"1-16569"	"L3d2"	"1"	"0.9481"
"HG03225"	"1-16569"	"L2c"	"1"	"0.9429"
"HG03228"	"1-16569"	"W1c"	"1"	"0.9743"
"HG03229"	"1-16569"	"M3a2"	"1"	"0.9552"
"HG03234"	"1-16569"	"M52a"	"1"	"0.8605"
"HG03235"	"1-16569"	"H+73"	"1"	"0.8543"
"HG03237"	"1-16569"	"M30g"	"1"	"0.9810"
"HG03238"	"1-16569"	"J1b8"	"1"	"0.9156"
"HG03240"	"1-16569"	"L2e"	"1"	"0.9202"
"HG03241"	"1-16569"	"L3d1a1b"	"1"	"0.9078"
"HG03246"	"1-16569"	"L3b1a+@16124"	"1"	"0.9938"
"HG03247"	"1-16569"	"L3d2a"	"1"	"0.9556"
"HG03258"	"1-16569"	"U6a5"	"1"	"0.9339"
"HG03259"	"1-16569"	"L4b1a"	"1"	"0.9198"
"HG03265"	"1-16569"	"L3d5a"	"1"	"0.9491"
"HG03267"	"1-16569"	"L0a1a2"	"1"	"0.9676"
"HG03268"	"1-16569"	"L0a1a2"	"1"	"0.9731"
"HG03270"	"1-16569"	"L1b1a18"	"1"	"0.9817"
"HG03271"	"1-16569"	"L1c2b1b"	"1"	"0.9688"
"HG03279"	"1-16569"	"L2d1"	"1"	"0.9469"
"HG03280"	"1-16569"	"L3e2b8"	"1"	"0.9213"
"HG03291"	"1-16569"	"L2b1a"	"1"	"0.9680"
