"SampleID"	"Range"	"Haplogroup"	"Rank"	"Quality"
"NA19324"	"1-16569"	"L3b1a1a"	"1"	"0.9709"
"NA19327"	"1-16569"	"L0f"	"1"	"0.8707"
"NA19328"	"1-16569"	"L0a2a2a"	"1"	"0.9856"
"NA19331"	"1-16569"	"L3b1a1a"	"1"	"0.9612"
"NA19332"	"1-16569"	"L5b2"	"1"	"0.9323"
"NA19334"	"1-16569"	"L3b1a1a"	"1"	"0.9771"
"NA19338"	"1-16569"	"L3b1a1a"	"1"	"1.0000"
"NA19346"	"1-16569"	"L3b1a1a"	"1"	"0.9943"
"NA19347"	"1-16569"	"L3b1a1a"	"1"	"0.9943"
"NA19350"	"1-16569"	"L0a1a+200"	"1"	"0.9778"
"NA19351"	"1-16569"	"L2a1a2"	"1"	"1.0000"
"NA19355"	"1-16569"	"L3b1a1a"	"1"	"1.0000"
"NA19360"	"1-16569"	"L3b1a1a"	"1"	"0.9771"
"NA19372"	"1-16569"	"L3b1a1a"	"1"	"0.9857"
"NA19374"	"1-16569"	"L5b1"	"1"	"0.9572"
"NA19375"	"1-16569"	"L3b1a1a"	"1"	"0.9925"
"NA19376"	"1-16569"	"L2a4b"	"1"	"0.9633"
"NA19377"	"1-16569"	"L3h1a2a1"	"1"	"0.9427"
"NA19378"	"1-16569"	"L1c2b1a"	"1"	"0.9430"
"NA19379"	"1-16569"	"L0a1a+200"	"1"	"0.9894"
"NA19380"	"1-16569"	"L3b1a1a"	"1"	"1.0000"
"NA19383"	"1-16569"	"L4b1"	"1"	"0.8709"
"NA19384"	"1-16569"	"L3h1b1a"	"1"	"0.8995"
"NA19385"	"1-16569"	"L1c1d"	"1"	"0.9484"
"NA19390"	"1-16569"	"L1c3b1a"	"1"	"0.9926"
"NA19391"	"1-16569"	"L3e1e"	"1"	"0.9408"
"NA19393"	"1-16569"	"L2a4b"	"1"	"0.9541"
"NA19394"	"1-16569"	"L2a1+143+16189  (16192)"	"1"	"0.9871"
"NA19395"	"1-16569"	"L2a1f"	"1"	"0.9715"
"NA19397"	"1-16569"	"L3b1a1a"	"1"	"0.9943"
"NA19399"	"1-16569"	"L3e1e"	"1"	"0.9272"
"NA19401"	"1-16569"	"L3x1a2"	"1"	"0.9621"
"NA19403"	"1-16569"	"L2a1+143+@16309"	"1"	"0.9307"
"NA19404"	"1-16569"	"L5b1b"	"1"	"0.9207"
"NA19428"	"1-16569"	"L3b1a1a"	"1"	"0.9791"
"NA19429"	"1-16569"	"L3b1a1a"	"1"	"1.0000"
"NA19430"	"1-16569"	"L0a1a2"	"1"	"0.9655"
"NA19431"	"1-16569"	"L1b1a"	"1"	"0.9843"
"NA19434"	"1-16569"	"L4b2a2c"	"1"	"0.9365"
"NA19435"	"1-16569"	"L4b2a2c"	"1"	"0.9471"
"NA19436"	"1-16569"	"L3b1a1a"	"1"	"0.9842"
"NA19437"	"1-16569"	"L3i1"	"1"	"0.8535"
"NA19438"	"1-16569"	"L3a2"	"1"	"0.8787"
"NA19439"	"1-16569"	"L3b1a1a"	"1"	"0.9811"
"NA19440"	"1-16569"	"L0a1c"	"1"	"0.9646"
"NA19443"	"1-16569"	"L2a2b1"	"1"	"0.9589"
"NA19445"	"1-16569"	"L4b2a2c"	"1"	"0.9985"
"NA19446"	"1-16569"	"L3x1a1"	"1"	"0.9649"
"NA19448"	"1-16569"	"L0a1b1a1a"	"1"	"0.9927"
"NA19449"	"1-16569"	"L0a1b1a1a"	"1"	"1.0000"
"NA19451"	"1-16569"	"L3b1a1a"	"1"	"0.9943"
"NA19452"	"1-16569"	"L2a1a2"	"1"	"0.9911"
"NA19454"	"1-16569"	"L0f1"	"1"	"0.8980"
"NA19455"	"1-16569"	"L5b2"	"1"	"0.9497"
"NA19456"	"1-16569"	"L3b1a1a"	"1"	"0.9943"
"NA19457"	"1-16569"	"L3h1a1"	"1"	"0.8788"
"NA19461"	"1-16569"	"L5b2"	"1"	"0.9497"
"NA19462"	"1-16569"	"L1b1a15"	"1"	"0.9911"
"NA19463"	"1-16569"	"L4b2a2b"	"1"	"0.9266"
"NA19466"	"1-16569"	"L0a1b1a1a"	"1"	"0.9686"
"NA19467"	"1-16569"	"L0a1c1"	"1"	"0.9764"
"NA19468"	"1-16569"	"L3b1a1a"	"1"	"0.9716"
"NA19471"	"1-16569"	"L1b1a3"	"1"	"0.9694"
"NA19472"	"1-16569"	"L3b1a1a"	"1"	"0.9925"
"NA19473"	"1-16569"	"L3b1a1a"	"1"	"0.9964"
"NA19474"	"1-16569"	"L0b"	"1"	"0.8902"
"NA19475"	"1-16569"	"L3b1a1a"	"1"	"0.9861"
"NA19625"	"1-16569"	"L2a1b+143"	"1"	"0.9721"
"NA19648"	"1-16569"	"H1ba"	"1"	"0.9367"
"NA19649"	"1-16569"	"B2a4a1"	"1"	"0.8922"
"NA19651"	"1-16569"	"A2"	"1"	"0.9426"
"NA19652"	"1-16569"	"U6d3a"	"1"	"1.0000"
"NA19654"	"1-16569"	"B2"	"1"	"0.9347"
"NA19655"	"1-16569"	"H1ah"	"1"	"0.9199"
"NA19657"	"1-16569"	"C1b12"	"1"	"1.0000"
"NA19658"	"1-16569"	"C1b11"	"1"	"0.9770"
"NA19660"	"1-16569"	"A2m"	"1"	"0.9380"
"NA19661"	"1-16569"	"D1h1"	"1"	"0.9865"
"NA19663"	"1-16569"	"A2ak"	"1"	"0.9481"
"NA19664"	"1-16569"	"A2m"	"1"	"0.9380"
"NA19669"	"1-16569"	"B2a1"	"1"	"0.9841"
"NA19670"	"1-16569"	"A2d"	"1"	"0.9433"
"NA19675"	"1-16569"	"A2+(64)"	"1"	"0.9560"
"NA19676"	"1-16569"	"A2h1"	"1"	"0.9535"
"NA19678"	"1-16569"	"A2+(64)"	"1"	"0.9560"
"NA19679"	"1-16569"	"U5b1f1a"	"1"	"1.0000"
"NA19681"	"1-16569"	"B2x"	"1"	"0.9574"
"NA19682"	"1-16569"	"H2a5a1"	"1"	"1.0000"
"NA19684"	"1-16569"	"B2t"	"1"	"0.9856"
"NA19685"	"1-16569"	"A2m"	"1"	"0.9380"
"NA19700"	"1-16569"	"L3e2b+152"	"1"	"1.0000"
"NA19701"	"1-16569"	"D1"	"1"	"0.8958"
"NA19703"	"1-16569"	"L0a1b1a"	"1"	"0.9883"
"NA19704"	"1-16569"	"L3e2a1a"	"1"	"1.0000"
"NA19707"	"1-16569"	"L3e2a"	"1"	"0.9724"
"NA19711"	"1-16569"	"L3e3b"	"1"	"1.0000"
"NA19712"	"1-16569"	"L1c2b1c"	"1"	"0.9746"
"NA19713"	"1-16569"	"L0a2a2a1"	"1"	"0.9763"
"NA19716"	"1-16569"	"D1d2"	"1"	"0.9639"
"NA19717"	"1-16569"	"C1c1b"	"1"	"0.9855"
"NA19719"	"1-16569"	"D1"	"1"	"0.9282"
"NA19720"	"1-16569"	"A2+(64)"	"1"	"0.9521"
"NA19722"	"1-16569"	"A2r1"	"1"	"0.9760"
"NA19723"	"1-16569"	"A2l"	"1"	"0.9736"
"NA19725"	"1-16569"	"V25"	"1"	"0.9551"
"NA19726"	"1-16569"	"C"	"1"	"0.9489"
"NA19728"	"1-16569"	"D1h2"	"1"	"0.9756"
"NA19729"	"1-16569"	"A2+(64)"	"1"	"0.9558"
"NA19731"	"1-16569"	"B2c1c"	"1"	"0.9880"
"NA19732"	"1-16569"	"C"	"1"	"0.9278"
"NA19734"	"1-16569"	"B2c"	"1"	"0.9576"
"NA19735"	"1-16569"	"B2y"	"1"	"0.9764"
"NA19740"	"1-16569"	"A2v1a"	"1"	"0.9860"
"NA19741"	"1-16569"	"D1i2"	"1"	"0.9886"
"NA19746"	"1-16569"	"A2m"	"1"	"0.9402"
"NA19747"	"1-16569"	"D1i1"	"1"	"0.9800"
"NA19749"	"1-16569"	"B2a"	"1"	"0.9718"
"NA19750"	"1-16569"	"H94"	"1"	"1.0000"
"NA19752"	"1-16569"	"D1h"	"1"	"0.9639"
"NA19755"	"1-16569"	"D1k"	"1"	"1.0000"
"NA19756"	"1-16569"	"A2j"	"1"	"0.9965"
"NA19758"	"1-16569"	"A2v1a"	"1"	"0.9860"
"NA19759"	"1-16569"	"D1"	"1"	"0.9007"
"NA19761"	"1-16569"	"B2m"	"1"	"0.9510"
"NA19762"	"1-16569"	"C1b7a"	"1"	"0.9970"
"NA19764"	"1-16569"	"A2d"	"1"	"0.9413"
"NA19770"	"1-16569"	"A2ai"	"1"	"0.9858"
"NA19771"	"1-16569"	"B2"	"1"	"0.9561"
"NA19773"	"1-16569"	"C1b14"	"1"	"0.9787"
"NA19774"	"1-16569"	"A2"	"1"	"0.9906"
"NA19776"	"1-16569"	"W8"	"1"	"0.9578"
"NA19777"	"1-16569"	"A2aj"	"1"	"1.0000"
"NA19779"	"1-16569"	"H10e"	"1"	"0.9330"
"NA19780"	"1-16569"	"B2s"	"1"	"0.9918"
"NA19782"	"1-16569"	"A2+(64)"	"1"	"0.9531"
"NA19783"	"1-16569"	"A2+(64)+16189"	"1"	"0.9891"
"NA19785"	"1-16569"	"B2l"	"1"	"0.8613"
"NA19786"	"1-16569"	"C1b12"	"1"	"1.0000"
"NA19788"	"1-16569"	"C1b3"	"1"	"0.9657"
"NA19789"	"1-16569"	"A2d"	"1"	"0.9481"
"NA19792"	"1-16569"	"B2g2"	"1"	"0.9705"
"NA19794"	"1-16569"	"A2o"	"1"	"0.9484"
"NA19795"	"1-16569"	"B2n"	"1"	"0.9564"
"NA19818"	"1-16569"	"L3e1a3a"	"1"	"1.0000"
"NA19819"	"1-16569"	"L3e2b+152"	"1"	"0.9286"
"NA19834"	"1-16569"	"L1b1a"	"1"	"0.9844"
"NA19835"	"1-16569"	"L2c5"	"1"	"0.9643"
"NA19900"	"1-16569"	"L3e3b"	"1"	"0.9825"
"NA19901"	"1-16569"	"L3f1b1a"	"1"	"1.0000"
"NA19904"	"1-16569"	"L0a2a2a"	"1"	"0.9550"
"NA19908"	"1-16569"	"L2a1c"	"1"	"0.9702"
"NA19909"	"1-16569"	"L1b2"	"1"	"0.9680"
"NA19913"	"1-16569"	"L3b1a+@16124"	"1"	"0.9383"
"NA19914"	"1-16569"	"L1c3a1b"	"1"	"0.9830"
"NA19916"	"1-16569"	"L1b1a9"	"1"	"0.9941"
"NA19917"	"1-16569"	"L1c1b"	"1"	"0.9717"
"NA19920"	"1-16569"	"L3h1b2"	"1"	"0.9059"
"NA19921"	"1-16569"	"L3e2a"	"1"	"0.9829"
"NA19922"	"1-16569"	"L3d3a1"	"1"	"0.9893"
"NA19923"	"1-16569"	"L2a1c3a1"	"1"	"0.9587"
"NA19982"	"1-16569"	"M32c"	"1"	"0.9844"
"NA19984"	"1-16569"	"L2b1a3"	"1"	"0.9965"
"NA19985"	"1-16569"	"L0a2a2a1"	"1"	"0.9691"
"NA20126"	"1-16569"	"L2a1f1"	"1"	"0.9920"
"NA20127"	"1-16569"	"L2c5"	"1"	"0.9406"
"NA20274"	"1-16569"	"L2a1b+143"	"1"	"0.9721"
"NA20276"	"1-16569"	"L2a1a3a"	"1"	"0.9704"
"NA20278"	"1-16569"	"L3e2a1b1"	"1"	"0.9718"
"NA20281"	"1-16569"	"L1c1d1"	"1"	"0.9787"
"NA20282"	"1-16569"	"L1b1a"	"1"	"0.9674"
"NA20287"	"1-16569"	"L2a1a2a1"	"1"	"0.9925"
"NA20289"	"1-16569"	"L1b1a4a"	"1"	"0.9712"
"NA20291"	"1-16569"	"L3e4a"	"1"	"0.9810"
"NA20294"	"1-16569"	"L3d1b3a"	"1"	"0.9541"
"NA20296"	"1-16569"	"L3d4"	"1"	"0.9858"
"NA20298"	"1-16569"	"L3k"	"1"	"0.8604"
"NA20299"	"1-16569"	"C"	"1"	"0.8910"
"NA20314"	"1-16569"	"A2+(64)"	"1"	"0.9457"
"NA20317"	"1-16569"	"L3d4"	"1"	"0.9858"
"NA20318"	"1-16569"	"L3d4"	"1"	"0.9858"
"NA20320"	"1-16569"	"L1b1a4"	"1"	"0.9713"
"NA20321"	"1-16569"	"L1b1a4"	"1"	"0.9732"
"NA20322"	"1-16569"	"L1b1a4"	"1"	"0.9641"
"NA20332"	"1-16569"	"L2a1l1b"	"1"	"0.9661"
"NA20334"	"1-16569"	"L0a1a2"	"1"	"0.9657"
"NA20336"	"1-16569"	"L0a1a2"	"1"	"0.9736"
"NA20339"	"1-16569"	"L3d1c1"	"1"	"0.9736"
"NA20340"	"1-16569"	"L2a1a1"	"1"	"0.9561"
"NA20341"	"1-16569"	"L1b1a4a"	"1"	"0.9883"
"NA20342"	"1-16569"	"L3e2b+152"	"1"	"0.9806"
"NA20344"	"1-16569"	"L3e2b1a1"	"1"	"0.9413"
"NA20346"	"1-16569"	"L3e2b1a1"	"1"	"0.9413"
"NA20348"	"1-16569"	"L3e2b1a1"	"1"	"0.9413"
"NA20351"	"1-16569"	"L2a1c1a2"	"1"	"0.9802"
"NA20355"	"1-16569"	"L0a1a2"	"1"	"0.9780"
"NA20356"	"1-16569"	"U6a5"	"1"	"0.9653"
"NA20357"	"1-16569"	"L2a1e1"	"1"	"0.9878"
"NA20359"	"1-16569"	"L1c3a"	"1"	"0.9841"
"NA20362"	"1-16569"	"L1c3a"	"1"	"0.9841"
"NA20412"	"1-16569"	"L1b1a"	"1"	"0.9812"
"NA20502"	"1-16569"	"H93"	"1"	"0.8578"
"NA20503"	"1-16569"	"W4c"	"1"	"0.9429"
"NA20504"	"1-16569"	"H1e2"	"1"	"0.9425"
"NA20505"	"1-16569"	"K1a1b1e"	"1"	"0.9437"
"NA20506"	"1-16569"	"HV24"	"1"	"0.8968"
"NA20507"	"1-16569"	"T2b7a3"	"1"	"0.9603"
"NA20508"	"1-16569"	"T2b3e"	"1"	"0.9340"
"NA20509"	"1-16569"	"H1b1"	"1"	"0.9174"
"NA20510"	"1-16569"	"W6"	"1"	"0.9652"
"NA20511"	"1-16569"	"H14a+146"	"1"	"0.8497"
"NA20512"	"1-16569"	"U4a2b"	"1"	"1.0000"
"NA20513"	"1-16569"	"H1e1b1a"	"1"	"0.9113"
"NA20514"	"1-16569"	"H59a"	"1"	"0.9675"
"NA20515"	"1-16569"	"U5a1b1a"	"1"	"0.9588"
"NA20516"	"1-16569"	"H6a1b4"	"1"	"0.9632"
"NA20517"	"1-16569"	"U5b2a3a"	"1"	"0.9613"
"NA20518"	"1-16569"	"J2a1a1e"	"1"	"0.9854"
"NA20519"	"1-16569"	"H5"	"1"	"0.9156"
"NA20520"	"1-16569"	"H3k"	"1"	"0.9400"
"NA20521"	"1-16569"	"H31"	"1"	"0.9196"
"NA20522"	"1-16569"	"K1a2a1"	"1"	"0.9937"
"NA20524"	"1-16569"	"D4j12"	"1"	"1.0000"
"NA20525"	"1-16569"	"H1aj"	"1"	"0.8991"
"NA20526"	"1-16569"	"H1b1"	"1"	"0.9529"
"NA20527"	"1-16569"	"H92"	"1"	"0.8921"
"NA20528"	"1-16569"	"J1c17"	"1"	"0.9254"
"NA20529"	"1-16569"	"T2n"	"1"	"0.9677"
"NA20530"	"1-16569"	"K1a4c1"	"1"	"0.9430"
"NA20531"	"1-16569"	"H1e2"	"1"	"1.0000"
"NA20532"	"1-16569"	"V"	"1"	"0.9696"
"NA20533"	"1-16569"	"H5b"	"1"	"1.0000"
"NA20534"	"1-16569"	"J1b1a3"	"1"	"0.9198"
"NA20535"	"1-16569"	"H1a"	"1"	"1.0000"
"NA20536"	"1-16569"	"X2d1a"	"1"	"0.9697"
"NA20538"	"1-16569"	"H82"	"1"	"0.8962"
"NA20539"	"1-16569"	"K1a1b1"	"1"	"0.9844"
"NA20540"	"1-16569"	"U5b1+16189+@16192"	"1"	"0.9882"
"NA20541"	"1-16569"	"H1"	"1"	"0.9592"
"NA20542"	"1-16569"	"T1b2"	"1"	"0.9843"
"NA20543"	"1-16569"	"H1au"	"1"	"0.8152"
"NA20544"	"1-16569"	"J1c2"	"1"	"0.9413"
"NA20581"	"1-16569"	"T1a2a"	"1"	"1.0000"
"NA20582"	"1-16569"	"H56d"	"1"	"0.9519"
"NA20585"	"1-16569"	"H2b"	"1"	"0.9238"
"NA20586"	"1-16569"	"H1ba"	"1"	"0.9221"
"NA20587"	"1-16569"	"HV+16311"	"1"	"1.0000"
"NA20588"	"1-16569"	"H23"	"1"	"0.9213"
"NA20589"	"1-16569"	"T2e1"	"1"	"0.9828"
"NA20752"	"1-16569"	"J2a2b2"	"1"	"1.0000"
"NA20753"	"1-16569"	"L1b1a5"	"1"	"1.0000"
"NA20754"	"1-16569"	"H14b"	"1"	"0.8376"
"NA20755"	"1-16569"	"H18"	"1"	"0.9686"
"NA20756"	"1-16569"	"K2a8"	"1"	"0.9955"
"NA20757"	"1-16569"	"T1a2"	"1"	"0.9569"
"NA20758"	"1-16569"	"T2c1d+152"	"1"	"0.9749"
"NA20759"	"1-16569"	"K1a1b2a1a"	"1"	"0.9707"
"NA20760"	"1-16569"	"U5a2b5"	"1"	"0.9792"
"NA20761"	"1-16569"	"H60a"	"1"	"0.9338"
"NA20762"	"1-16569"	"W5a1a"	"1"	"0.9525"
"NA20763"	"1-16569"	"HV9c"	"1"	"0.9242"
"NA20764"	"1-16569"	"K1a+195"	"1"	"0.9788"
"NA20765"	"1-16569"	"U5a2b2"	"1"	"0.9976"
"NA20766"	"1-16569"	"H87"	"1"	"0.9234"
"NA20767"	"1-16569"	"H1e2"	"1"	"0.9550"
"NA20768"	"1-16569"	"H1a3a3"	"1"	"0.9803"
"NA20769"	"1-16569"	"H1ba"	"1"	"0.9221"
"NA20770"	"1-16569"	"T2d2"	"1"	"0.9600"
"NA20771"	"1-16569"	"H13b1b"	"1"	"0.9889"
"NA20772"	"1-16569"	"H7"	"1"	"0.8566"
"NA20773"	"1-16569"	"H107"	"1"	"0.9241"
"NA20774"	"1-16569"	"U5a1b1a"	"1"	"0.9786"
"NA20775"	"1-16569"	"T2b7a3"	"1"	"0.9603"
"NA20778"	"1-16569"	"U7a4a1"	"1"	"0.9517"
"NA20783"	"1-16569"	"T2c1a2"	"1"	"0.9702"
"NA20785"	"1-16569"	"J1c3e2"	"1"	"0.9810"
"NA20786"	"1-16569"	"U8b1b1"	"1"	"0.9903"
"NA20787"	"1-16569"	"J1c1h"	"1"	"0.9396"
"NA20790"	"1-16569"	"H1q"	"1"	"0.9336"
"NA20792"	"1-16569"	"H1b1"	"1"	"0.9529"
"NA20795"	"1-16569"	"H26c"	"1"	"0.9369"
"NA20796"	"1-16569"	"H7"	"1"	"0.8566"
"NA20797"	"1-16569"	"V2"	"1"	"0.9783"
"NA20798"	"1-16569"	"H15b1"	"1"	"1.0000"
"NA20799"	"1-16569"	"H5e1b"	"1"	"0.9728"
"NA20800"	"1-16569"	"H91"	"1"	"0.9566"
"NA20801"	"1-16569"	"HV1b2"	"1"	"0.9150"
"NA20802"	"1-16569"	"H+152"	"1"	"0.8043"
"NA20803"	"1-16569"	"H1e2d"	"1"	"0.9528"
"NA20804"	"1-16569"	"W6a"	"1"	"1.0000"
"NA20805"	"1-16569"	"U5a1g"	"1"	"0.9300"
"NA20806"	"1-16569"	"H13b1b"	"1"	"0.9250"
"NA20807"	"1-16569"	"U2e1'2'3"	"1"	"0.9536"
"NA20808"	"1-16569"	"H55"	"1"	"0.9315"
"NA20809"	"1-16569"	"H3"	"1"	"0.9277"
"NA20810"	"1-16569"	"H1e"	"1"	"0.8180"
"NA20811"	"1-16569"	"H1q3"	"1"	"0.9896"
"NA20812"	"1-16569"	"U5a1a1b"	"1"	"0.9595"
"NA20813"	"1-16569"	"K1a1b1"	"1"	"0.9472"
"NA20814"	"1-16569"	"HV9c"	"1"	"0.9242"
"NA20815"	"1-16569"	"H44a"	"1"	"1.0000"
"NA20818"	"1-16569"	"J1d6"	"1"	"0.9838"
"NA20819"	"1-16569"	"T1a10"	"1"	"0.9744"
"NA20821"	"1-16569"	"T2+16189"	"1"	"0.9373"
"NA20822"	"1-16569"	"U5a1a2b"	"1"	"0.9848"
"NA20826"	"1-16569"	"U1a1c1b"	"1"	"0.9840"
"NA20827"	"1-16569"	"U5a1g"	"1"	"0.9587"
"NA20828"	"1-16569"	"K1a4f1"	"1"	"0.9463"
"NA20832"	"1-16569"	"H1n+146"	"1"	"1.0000"
"NA20845"	"1-16569"	"M5a2a"	"1"	"0.9632"
"NA20846"	"1-16569"	"M5a2a1a1"	"1"	"0.9939"
"NA20847"	"1-16569"	"R32"	"1"	"0.7860"
"NA20849"	"1-16569"	"M38a"	"1"	"0.9354"
"NA20850"	"1-16569"	"H6b2"	"1"	"0.9133"
"NA20851"	"1-16569"	"W6"	"1"	"0.9689"
"NA20852"	"1-16569"	"R5a2a"	"1"	"0.9854"
"NA20853"	"1-16569"	"M4a"	"1"	"0.9978"
"NA20854"	"1-16569"	"U5a1a1"	"1"	"0.9161"
"NA20856"	"1-16569"	"R30b2a"	"1"	"0.9364"
"NA20858"	"1-16569"	"W4"	"1"	"0.9636"
"NA20859"	"1-16569"	"R32"	"1"	"0.7882"
"NA20861"	"1-16569"	"R31a"	"1"	"0.9718"
"NA20862"	"1-16569"	"U7a3a"	"1"	"0.9615"
"NA20863"	"1-16569"	"R32"	"1"	"0.7992"
"NA20864"	"1-16569"	"M36"	"1"	"0.8553"
"NA20866"	"1-16569"	"U2a1a"	"1"	"0.9619"
"NA20867"	"1-16569"	"HV2a2"	"1"	"0.9164"
"NA20868"	"1-16569"	"R5a1a"	"1"	"0.9720"
"NA20869"	"1-16569"	"M35b4"	"1"	"0.9608"
"NA20870"	"1-16569"	"H7b"	"1"	"0.9424"
"NA20871"	"1-16569"	"R5a1a"	"1"	"0.9720"
"NA20872"	"1-16569"	"H2b"	"1"	"0.8710"
"NA20874"	"1-16569"	"M40a"	"1"	"0.9174"
"NA20875"	"1-16569"	"U2a2"	"1"	"0.8963"
"NA20876"	"1-16569"	"M35b4"	"1"	"0.9844"
"NA20877"	"1-16569"	"R2+13500"	"1"	"0.9533"
"NA20878"	"1-16569"	"M5a1"	"1"	"0.9630"
"NA20881"	"1-16569"	"M66"	"1"	"0.9368"
"NA20882"	"1-16569"	"M2c"	"1"	"0.8820"
"NA20884"	"1-16569"	"R32"	"1"	"0.7761"
"NA20885"	"1-16569"	"M2c"	"1"	"0.9015"
"NA20886"	"1-16569"	"X2p"	"1"	"0.9807"
"NA20887"	"1-16569"	"U2b2"	"1"	"0.9701"
"NA20888"	"1-16569"	"M39b1"	"1"	"0.9140"
"NA20889"	"1-16569"	"U7a3a"	"1"	"0.9079"
"NA20890"	"1-16569"	"T1a1"	"1"	"0.9706"
"NA20891"	"1-16569"	"M66"	"1"	"0.9368"
"NA20892"	"1-16569"	"R2+13500"	"1"	"0.9603"
"NA20893"	"1-16569"	"M5a2a1a1"	"1"	"1.0000"
"NA20894"	"1-16569"	"M4'67"	"1"	"0.8569"
"NA20895"	"1-16569"	"M5a2a1a1"	"1"	"1.0000"
"NA20896"	"1-16569"	"H29a"	"1"	"0.9152"
"NA20897"	"1-16569"	"M39b1"	"1"	"0.9478"
"NA20898"	"1-16569"	"X2p"	"1"	"0.9807"
"NA20899"	"1-16569"	"R2+13500"	"1"	"0.9533"
"NA20900"	"1-16569"	"M2c"	"1"	"0.8820"
"NA20901"	"1-16569"	"T2"	"1"	"0.9368"
"NA20902"	"1-16569"	"R30b2a"	"1"	"0.9591"
"NA20903"	"1-16569"	"L2a1d"	"1"	"0.9515"
"NA20904"	"1-16569"	"U2a2"	"1"	"0.9059"
"NA20905"	"1-16569"	"M2b1a"	"1"	"0.9087"
"NA20906"	"1-16569"	"M39b1"	"1"	"0.9225"
"NA20908"	"1-16569"	"M39b1"	"1"	"0.9495"
"NA20910"	"1-16569"	"K2a5b"	"1"	"0.9455"
"NA20911"	"1-16569"	"M5a"	"1"	"0.9052"
"NA21086"	"1-16569"	"R2+13500"	"1"	"0.9694"
"NA21087"	"1-16569"	"R32"	"1"	"0.7992"
"NA21088"	"1-16569"	"R32"	"1"	"0.7716"
"NA21089"	"1-16569"	"R31a"	"1"	"0.9460"
"NA21090"	"1-16569"	"M64"	"1"	"0.9249"
"NA21091"	"1-16569"	"R2+13500"	"1"	"0.9603"
"NA21092"	"1-16569"	"M3a2"	"1"	"0.9169"
"NA21093"	"1-16569"	"R2+13500"	"1"	"0.9694"
"NA21094"	"1-16569"	"R32"	"1"	"0.7716"
"NA21095"	"1-16569"	"U2b2"	"1"	"0.9694"
"NA21097"	"1-16569"	"U1a1c1d"	"1"	"0.9870"
"NA21098"	"1-16569"	"H29a"	"1"	"0.9152"
"NA21099"	"1-16569"	"R5a2"	"1"	"0.9498"
"NA21100"	"1-16569"	"M30"	"1"	"0.9750"
"NA21101"	"1-16569"	"M30f"	"1"	"0.9423"
"NA21102"	"1-16569"	"R30b2a"	"1"	"0.9641"
"NA21103"	"1-16569"	"M2a1a2a"	"1"	"0.9512"
"NA21104"	"1-16569"	"M2b3"	"1"	"0.9695"
"NA21105"	"1-16569"	"R30b2a"	"1"	"0.9557"
"NA21106"	"1-16569"	"R32"	"1"	"0.7992"
"NA21107"	"1-16569"	"U7a3a"	"1"	"0.9079"
"NA21108"	"1-16569"	"U9b1"	"1"	"0.9464"
"NA21109"	"1-16569"	"M38a"	"1"	"0.9354"
"NA21110"	"1-16569"	"R30a1b"	"1"	"0.9170"
"NA21111"	"1-16569"	"U2c1"	"1"	"0.9271"
"NA21112"	"1-16569"	"HV12b1"	"1"	"0.9420"
"NA21113"	"1-16569"	"U7"	"1"	"0.9765"
"NA21114"	"1-16569"	"M5a"	"1"	"0.9013"
"NA21115"	"1-16569"	"R30b2a"	"1"	"0.9364"
"NA21116"	"1-16569"	"M35b4"	"1"	"0.8995"
"NA21117"	"1-16569"	"R2+13500"	"1"	"0.9603"
"NA21118"	"1-16569"	"L3i1b"	"1"	"0.9514"
"NA21119"	"1-16569"	"U2b"	"1"	"0.8383"
"NA21120"	"1-16569"	"M37e"	"1"	"0.9696"
"NA21122"	"1-16569"	"M5a"	"1"	"0.8911"
"NA21123"	"1-16569"	"R2+13500"	"1"	"0.9472"
"NA21124"	"1-16569"	"M5a1"	"1"	"0.9630"
"NA21125"	"1-16569"	"M5a5"	"1"	"0.9334"
"NA21126"	"1-16569"	"J1b1b1"	"1"	"0.9421"
"NA21127"	"1-16569"	"M5a2a"	"1"	"0.9524"
"NA21128"	"1-16569"	"M5a"	"1"	"0.9052"
"NA21129"	"1-16569"	"R32"	"1"	"0.7992"
"NA21130"	"1-16569"	"U7a3a"	"1"	"0.8993"
"NA21133"	"1-16569"	"M38a"	"1"	"0.9224"
"NA21135"	"1-16569"	"M30b"	"1"	"0.9606"
"NA21137"	"1-16569"	"R31a"	"1"	"0.9682"
"NA21141"	"1-16569"	"R2+13500"	"1"	"0.9448"
"NA21142"	"1-16569"	"L3i1b"	"1"	"0.9514"
"NA21143"	"1-16569"	"M5c1"	"1"	"0.8159"
"NA21144"	"1-16569"	"R8a1b"	"1"	"0.9843"
